하마, 86, 166
바하, 68, 183
카파, 62, 178
파타, 61, 167
라바, 40, 167
차다, 71, 186
차하, 56, 155
바카, 56, 166
자하, 63, 196
라자, 94, 152
사사, 77, 197
다아, 46, 146
타바, 86, 191
나차, 50, 168
아바, 62, 197
다다, 48, 178
사하, 61, 178
파자, 75, 158
하사, 60, 143
카사, 88, 195
파사, 72, 149
타라, 76, 181
하자, 65, 182
나다, 81, 170
카사, 51, 171
차차, 41, 177
아마, 40, 173
바나, 78, 180
가타, 97, 148
하나, 66, 167
나자, 48, 160
차파, 83, 182
다바, 51, 187
마마, 81, 157
라나, 79, 142
가사, 73, 144
차카, 76, 150
바타, 66, 150
나아, 58, 146
차카, 60, 142
사사, 79, 172
마사, 79, 169
다바, 55, 175
카나, 70, 199
파마, 73, 192
나다, 60, 185
아자, 51, 152
하차, 58, 164
사다, 62, 148
카가, 74, 189
마마, 40, 146
파카, 56, 186
카나, 57, 194
차아, 67, 144
바마, 89, 143
카다, 50, 153
차하, 52, 179
차마, 55, 186
자아, 48, 171
카가, 41, 185
자파, 48, 182
하바, 54, 154
라파, 82, 145
타나, 56, 194
다다, 59, 170
타라, 40, 153
아다, 95, 179
카사, 76, 164
가나, 57, 168
나타, 88, 194
타카, 84, 178
라사, 47, 148
아타, 52, 141
마다, 62, 159
파타, 59, 182
하하, 74, 180
사다, 77, 147
파마, 85, 177
라아, 69, 182
마아, 53, 148
아카, 70, 193
차자, 63, 190
라카, 51, 176
하파, 64, 140
라다, 57, 194
파사, 62, 193
라하, 44, 164
가자, 88, 185
사아, 56, 192
다자, 58, 157
가사, 78, 188
카마, 82, 186
나아, 50, 147
하파, 61, 178
자자, 55, 140
아바, 76, 158
파나, 55, 143
나자, 67, 144
라하, 89, 195
마자, 60, 165
나하, 63, 141
바파, 75, 182
자아, 43, 156
카타, 63, 193
타사, 78, 153
하마, 93, 192
타가, 88, 140
마아, 60, 161
바타, 63, 167
라바, 63, 155
파사, 64, 170
자가, 89, 189
자다, 87, 172
차나, 72, 166
다나, 46, 150
마사, 48, 150
다다, 58, 199
사하, 48, 164
카아, 65, 144
하카, 68, 172
아카, 56, 192
하자, 52, 159
파하, 92, 185
사차, 42, 174
차라, 40, 158
나자, 84, 148
파마, 60, 197
사마, 98, 176
가타, 57, 166
바아, 54, 188
나파, 43, 141
바바, 44, 174
카마, 56, 150
파파, 82, 162
하하, 46, 168
가하, 86, 191
가하, 61, 184
타하, 90, 196
바아, 64, 156
바아, 58, 157
자아, 59, 175
자다, 96, 184
사카, 57, 174
하다, 58, 148
파다, 45, 187
차자, 72, 180
파가, 74, 150
파라, 41, 197
차마, 79, 148
나자, 68, 182
가바, 83, 184
파다, 63, 144
나사, 56, 190
차아, 70, 151
사차, 65, 192
자카, 48, 163
카자, 44, 162
바나, 56, 146
나아, 81, 153
마마, 76, 152
차가, 51, 177
바가, 97, 185
타다, 60, 181
나타, 83, 197
자타, 45, 197
나차, 87, 191
나하, 70, 142
바파, 82, 142
사라, 90, 170
마파, 49, 191
바자, 56, 161
나바, 68, 177
가카, 69, 155
아타, 86, 178
가사, 85, 180
라파, 81, 188
카라, 81, 178
카차, 51, 172
마라, 92, 159
바가, 95, 196
차라, 42, 174
파자, 60, 151
가마, 73, 162
라라, 95, 180
가라, 83, 153
사카, 67, 171
파나, 50, 161
파차, 44, 190
바카, 51, 194
나하, 80, 178
카라, 54, 146
아마, 44, 195
라사, 46, 168
파하, 52, 162
자파, 44, 140
자가, 68, 170
바가, 97, 149
차파, 47, 151
파다, 68, 175
자바, 69, 194
다바, 68, 178
자파, 42, 171
바바, 65, 188
하가, 56, 142
타타, 86, 186
마하, 70, 176
파가, 50, 193
아하, 67, 167
사나, 74, 189
나카, 46, 176
바다, 86, 194
파하, 84, 186
바자, 72, 173
카아, 79, 186
나차, 68, 149
자차, 54, 162
타라, 82, 183
타차, 86, 155
마하, 62, 194
파다, 99, 198
아차, 96, 160
자자, 69, 169
나마, 79, 169
타나, 71, 176
파아, 81, 184
다아, 91, 186
타다, 54, 174
차자, 64, 193
파타, 56, 143
차차, 87, 166
타파, 74, 161
아다, 48, 173
차바, 80, 146
타하, 44, 169
카카, 78, 159
아타, 72, 154
파다, 64, 149
다나, 50, 171
라라, 94, 198
마아, 46, 151
자타, 42, 160
사자, 44, 180
다라, 57, 197
자타, 99, 140
다나, 65, 148
라자, 60, 148
타자, 86, 168
타파, 97, 189
마아, 65, 190
사타, 72, 169
차파, 42, 188
마차, 96, 186
카카, 57, 185
라사, 56, 197
차카, 76, 152
하라, 56, 177
바아, 99, 171
파마, 43, 198
차라, 43, 171
가타, 98, 147
하아, 99, 178
자라, 82, 170
사바, 83, 145
카카, 63, 197
자파, 94, 171
아나, 41, 169
나마, 60, 165
가사, 50, 196
아하, 53, 149
마바, 61, 175
바차, 43, 189
하타, 43, 147
카카, 51, 143
마라, 71, 147
하라, 40, 150
카차, 56, 189
타다, 91, 144
아차, 46, 176
카카, 88, 155
라가, 45, 171
차나, 93, 140
바다, 60, 145
자마, 83, 182
가카, 99, 151
나타, 58, 153
하파, 82, 196
자파, 97, 145
아사, 95, 156
사나, 71, 170
바마, 89, 176
하카, 50, 148
카타, 80, 162
라마, 58, 140
사파, 54, 180
나하, 66, 196
파하, 96, 160
바아, 83, 162
차가, 69, 150
바바, 50, 195
하하, 84, 152
가라, 56, 179
사파, 74, 148
파바, 42, 142
하파, 46, 152
아다, 46, 141
카타, 56, 161
가마, 64, 172
타다, 43, 160
사바, 42, 167
나아, 70, 158
사자, 71, 154
나마, 91, 179
파다, 69, 182
사자, 78, 142
가가, 47, 168
하다, 99, 184
타나, 83, 173
타카, 66, 191
다다, 70, 180
자나, 74, 167
바타, 63, 141
나차, 65, 164
가카, 63, 163
라다, 52, 183
바마, 70, 180
사다, 95, 140
마가, 81, 181
아타, 44, 149
마사, 53, 172
하하, 68, 158
사아, 92, 155
파타, 47, 154
아나, 70, 167
마파, 82, 141
차하, 65, 148
타카, 96, 170
나사, 58, 145
바바, 64, 188
라카, 90, 143
사바, 53, 171
바하, 56, 177
바카, 87, 147
아가, 88, 145
라타, 54, 164
카차, 97, 199
나하, 97, 154
카다, 76, 186
바라, 99, 187
자다, 49, 140
가다, 40, 180
하카, 83, 173
다가, 92, 194
카나, 45, 170
카하, 58, 163
카하, 48, 170
나차, 43, 198
다카, 58, 198
아자, 77, 148
라마, 59, 162
마라, 87, 147
하카, 90, 183
파다, 82, 199
마다, 61, 189
하차, 76, 184
다가, 91, 161
자가, 95, 191
라파, 70, 173
바마, 73, 186
타차, 77, 164
다나, 64, 181
카자, 86, 198
나자, 55, 198
가카, 62, 157
사라, 78, 185
타라, 47, 156
카다, 68, 196
자사, 62, 194
다바, 48, 176
사하, 58, 159
자마, 64, 142
아나, 87, 158
타마, 81, 147
마아, 88, 184
하라, 93, 185
하나, 62, 164
차가, 71, 157
나라, 92, 173
하나, 80, 149
하아, 69, 156
라자, 47, 187
마다, 70, 157
나자, 67, 179
바라, 42, 197
하바, 93, 178
하자, 85, 177
자나, 42, 142
파나, 61, 192
나아, 93, 166
라사, 98, 185
파아, 64, 152
자차, 64, 197
차아, 61, 158
파마, 78, 185
가아, 68, 199
다다, 41, 147
자마, 79, 147
타바, 58, 155
자다, 57, 184
하사, 41, 181
하아, 97, 148
라자, 79, 143
타아, 58, 198
다나, 76, 175
라라, 40, 194
마사, 89, 159
파차, 74, 186
하라, 47, 188
하하, 92, 141
사카, 62, 192
라바, 72, 197
나사, 94, 145
파자, 52, 183
바가, 64, 150
하하, 61, 194
타바, 82, 145
아카, 70, 170
바나, 76, 175
가사, 48, 186
사사, 67, 144
가사, 86, 176
나바, 74, 195
차라, 73, 151
라라, 40, 168
하가, 96, 183
마차, 78, 179
가자, 98, 179
카자, 93, 197
타사, 64, 173
다아, 73, 190
사자, 79, 161
아사, 86, 179
바파, 47, 186
카하, 73, 140
카카, 84, 153
나자, 40, 156
라사, 84, 160
라하, 46, 183
차카, 47, 164
차나, 71, 187
차아, 88, 186
라바, 99, 145
파라, 64, 193
하사, 70, 145
아마, 54, 188
카차, 57, 180
아자, 81, 193
사나, 87, 188
타바, 45, 186
파다, 67, 157
자하, 57, 159
자나, 59, 173
자가, 55, 198
타바, 61, 198
타파, 93, 180
다타, 73, 179
바바, 69, 189
카타, 98, 199
마마, 43, 175
가차, 51, 193
차아, 80, 153
마자, 65, 159
바카, 87, 197
가카, 72, 171
다사, 78, 147
타하, 94, 187
차자, 93, 186
타하, 72, 186
타다, 86, 178
차나, 80, 151
카아, 96, 142
카차, 40, 155
하자, 97, 163
바다, 56, 150
라카, 45, 190
카다, 54, 190
파바, 67, 199
차자, 77, 152
가나, 84, 192
나파, 40, 148
하차, 41, 192
차가, 97, 198
타라, 91, 152
사가, 92, 142
차타, 40, 172
마나, 46, 199
자하, 77, 189
자나, 64, 181
타나, 86, 189
나다, 83, 195
바하, 59, 192
나파, 67, 145
바하, 91, 154
나아, 99, 168
차아, 79, 186
다파, 67, 177
차사, 77, 157
나사, 76, 173
아아, 90, 153
라카, 45, 158
파바, 89, 194
바자, 85, 160
바자, 42, 179
사바, 93, 198
파나, 89, 162
파다, 72, 168
다아, 62, 160
파사, 69, 160
파하, 56, 161
차나, 62, 140
파라, 82, 156
타파, 75, 159
아가, 68, 147
하차, 53, 144
마사, 63, 148
차가, 61, 175
라라, 53, 178
하차, 91, 150
파파, 61, 185
차하, 59, 190
라아, 73, 140
차자, 82, 193
자자, 86, 199
카아, 86, 142
하아, 51, 147
하파, 61, 153
카아, 81, 144
마타, 83, 160
가사, 45, 182
타가, 43, 187
차파, 52, 146
마가, 64, 159
마다, 69, 148
나바, 96, 159
자차, 66, 179
타타, 72, 174
차자, 64, 140
라파, 68, 175
나마, 94, 184
카타, 81, 188
다차, 91, 187
타아, 81, 142
파마, 92, 161
라가, 80, 184
바카, 57, 153
라파, 54, 167
가아, 40, 160
다라, 46, 176
가사, 68, 188
아바, 94, 159
자사, 85, 154
사라, 91, 171
아아, 79, 166
마바, 95, 197
라차, 95, 197
바라, 50, 187
자타, 81, 185
파타, 89, 191
다바, 85, 180
바차, 59, 149
자자, 42, 174
파카, 54, 175
파바, 93, 161
자카, 96, 185
타다, 91, 148
카카, 88, 149
자나, 90, 147
하아, 97, 169
자나, 98, 155
아자, 65, 151
파파, 51, 168
마자, 82, 199
아바, 67, 183
가파, 90, 151
라아, 69, 185
아나, 57, 153
하마, 57, 190
아다, 85, 160
바하, 73, 185
바사, 42, 186
자마, 85, 173
마가, 68, 160
카하, 66, 199
차마, 77, 155
라나, 57, 141
타가, 70, 170
카카, 79, 150
자마, 97, 148
아자, 89, 147
파하, 55, 151
가하, 62, 179
마아, 55, 178
파타, 91, 177
타파, 83, 169
파다, 73, 167
사가, 82, 150
차바, 78, 153
카자, 72, 149
다다, 52, 199
라카, 47, 161
바가, 79, 175
차나, 80, 152
아카, 46, 189
라자, 75, 149
파사, 57, 160
파바, 44, 141
가마, 56, 161
가파, 55, 140
나하, 92, 171
파나, 74, 161
차차, 61, 196
자사, 55, 154
하가, 61, 159
사마, 47, 175
카아, 84, 147
다파, 62, 190
아나, 67, 173
타마, 59, 152
차차, 54, 191
가아, 60, 176
바하, 91, 176
카카, 54, 192
카마, 93, 193
타가, 74, 147
바차, 76, 159
자하, 84, 184
마라, 89, 196
파사, 90, 193
자가, 52, 155
가라, 96, 148
하하, 43, 142
파라, 98, 193
다라, 85, 195
사사, 40, 149
바가, 54, 187
타라, 65, 163
아바, 73, 191
바카, 74, 187
사아, 48, 169
마아, 44, 176
파차, 91, 166
타자, 74, 147
라하, 50, 168
다마, 61, 174
카하, 87, 168
라나, 73, 158
카차, 56, 169
파바, 78, 151
가마, 82, 178
바카, 59, 186
카자, 41, 140
사타, 71, 174
다다, 49, 199
차하, 49, 152
가자, 66, 150
파다, 57, 161
차하, 79, 194
마다, 76, 155
바마, 72, 142
파자, 82, 191
차마, 97, 160
파아, 61, 153
바바, 55, 154
나카, 63, 169
마가, 83, 168
파타, 62, 190
나타, 73, 171
바나, 47, 158
차다, 72, 189
바가, 99, 154
하파, 41, 186
사타, 69, 141
차차, 53, 154
사마, 50, 147
바사, 55, 149
가카, 48, 155
사하, 86, 173
타아, 56, 149
라타, 67, 187
마나, 62, 171
아자, 94, 154
가카, 74, 165
자다, 97, 162
차카, 97, 169
바마, 76, 148
타나, 54, 183
자파, 93, 158
나아, 52, 177
자타, 44, 162
마나, 96, 147
사타, 55, 143
바바, 97, 169
바다, 85, 191
자사, 85, 152
자파, 85, 190
다하, 92, 154
자파, 76, 159
